"year","round","race_name","circuit","circuit_type","country","location","driver","driver_nationality","constructor","constructor_nationality","grid","position","points","status","q1","q2","q3","qualifying_position","constructor_prestige"
2010,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Kovalainen","Finnish","Lotus","Malaysian",18,"\N",0,"Steering","1:17.094","\N","\N",18,6
2010,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Senna","Brazilian","HRT","Spanish",22,"\N",0,"Hydraulics","1:18.509","\N","\N",22,6
2010,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Barrichello","Brazilian","Williams","British",9,"\N",0,"Suspension","1:15.590","1:15.083","1:14.901",9,4
2010,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Kobayashi","Japanese","Sauber","Swiss",16,"\N",0,"Gearbox","1:16.175","1:15.992","\N",16,6
2010,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","di Grassi","Brazilian","Virgin","British",21,"\N",0,"Wheel","1:17.864","\N","\N",21,6
2010,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Glock","German","Virgin","British",20,"\N",0,"Track rod","1:17.377","\N","\N",20,6
2010,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","de la Rosa","Spanish","Sauber","Swiss",15,"\N",0,"Hydraulics","1:15.908","1:15.692","\N",15,6
2010,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Button","British","McLaren","British",8,"\N",0,"Engine","1:15.623","1:15.150","1:14.637",8,3
2010,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Hülkenberg","German","Williams","British",11,"\N",0,"Front wing","1:16.030","1:15.317","\N",11,4
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Hamilton","British","McLaren","British",2,"1",25,"Finished","1:27.667","1:27.013","1:26.433",2,3
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Button","British","McLaren","British",4,"2",18,"Finished","1:27.555","1:27.277","1:26.781",4,3
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Webber","Australian","Red Bull","Austrian",1,"3",15,"Finished","1:27.500","1:26.818","1:26.295",1,2
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Schumacher","German","Mercedes","German",5,"4",12,"Finished","1:27.756","1:27.438","1:26.857",5,1
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Rosberg","German","Mercedes","German",6,"5",10,"Finished","1:27.649","1:27.141","1:26.952",6,1
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Kubica","Polish","Renault","French",7,"6",8,"Finished","1:27.766","1:27.426","1:27.039",7,4
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Massa","Brazilian","Ferrari","Italian",8,"7",6,"Finished","1:27.993","1:27.200","1:27.082",8,2
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Alonso","Spanish","Ferrari","Italian",12,"8",4,"Finished","1:27.857","1:27.612","\N",12,2
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Sutil","German","Force India","Indian",11,"9",2,"Finished","1:27.951","1:27.525","\N",11,5
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Kobayashi","Japanese","Sauber","Swiss",10,"10",1,"Finished","1:28.158","1:27.434","1:28.122",10,6
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","de la Rosa","Spanish","Sauber","Swiss",13,"11",0,"Finished","1:28.147","1:27.879","\N",13,6
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Alguersuari","Spanish","Toro Rosso","Italian",16,"12",0,"Finished","1:28.460","1:28.540","\N",16,6
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Liuzzi","Italian","Force India","Indian",18,"13",0,"+1 Lap","1:28.958","\N","\N",18,5
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Barrichello","Brazilian","Williams","British",15,"14",0,"+1 Lap","1:28.336","1:28.392","\N",15,4
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Petrov","Russian","Renault","French",9,"15",0,"+1 Lap","1:27.620","1:27.387","1:27.430",9,4
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Buemi","Swiss","Toro Rosso","Italian",14,"16",0,"+1 Lap","1:28.534","1:28.273","\N",14,6
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Hülkenberg","German","Williams","British",17,"17",0,"+1 Lap","1:28.227","1:28.841","\N",17,4
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Glock","German","Virgin","British",21,"18",0,"+3 Laps","1:30.744","\N","\N",21,6
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","di Grassi","Brazilian","Virgin","British",23,"19",0,"+3 Laps","1:31.989","\N","\N",23,6
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Chandhok","Indian","HRT","Spanish",24,"20",0,"Fuel pump","1:32.060","\N","\N",24,6
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Senna","Brazilian","HRT","Spanish",22,"\N",0,"Fuel pressure","1:31.266","\N","\N",22,6
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Vettel","German","Red Bull","Austrian",3,"\N",0,"Collision","1:27.067","1:26.729","1:26.760",3,2
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Kovalainen","Finnish","Lotus","Malaysian",20,"\N",0,"Hydraulics","1:30.519","\N","\N",20,6
2010,7,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Trulli","Italian","Lotus","Malaysian",19,"\N",0,"Hydraulics","1:30.237","\N","\N",19,6
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Hamilton","British","McLaren","British",1,"1",25,"Finished","1:15.889","1:15.528","1:15.105",1,3
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Button","British","McLaren","British",4,"2",18,"Finished","1:16.371","1:15.742","1:15.520",5,3
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Alonso","Spanish","Ferrari","Italian",3,"3",15,"Finished","1:16.171","1:15.597","1:15.435",4,2
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Vettel","German","Red Bull","Austrian",2,"4",12,"Finished","1:16.129","1:15.556","1:15.420",3,2
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Webber","Australian","Red Bull","Austrian",7,"5",10,"Finished","1:16.423","1:15.692","1:15.373",2,2
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Rosberg","German","Mercedes","German",10,"6",8,"Finished","1:16.350","1:16.001","1:16.071",10,1
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Kubica","Polish","Renault","French",8,"7",6,"Finished","1:16.370","1:15.682","1:15.715",8,4
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Buemi","Swiss","Toro Rosso","Italian",15,"8",4,"+1 Lap","1:17.356","1:16.928","\N",15,6
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Liuzzi","Italian","Force India","Indian",5,"9",2,"+1 Lap","1:17.086","1:16.171","1:15.648",6,5
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Sutil","German","Force India","Indian",9,"10",1,"+1 Lap","1:16.495","1:16.295","1:15.881",9,5
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Schumacher","German","Mercedes","German",13,"11",0,"+1 Lap","1:16.598","1:16.492","\N",13,1
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Alguersuari","Spanish","Toro Rosso","Italian",16,"12",0,"+1 Lap","1:17.027","1:17.029","\N",16,6
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Hülkenberg","German","Williams","British",12,"13",0,"+1 Lap","1:16.770","1:16.438","\N",12,4
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Barrichello","Brazilian","Williams","British",11,"14",0,"+1 Lap","1:16.880","1:16.434","\N",11,4
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Massa","Brazilian","Ferrari","Italian",6,"15",0,"+1 Lap","1:16.673","1:16.314","1:15.688",7,2
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Kovalainen","Finnish","Lotus","Malaysian",19,"16",0,"+2 Laps","1:18.237","\N","\N",19,6
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Petrov","Russian","Renault","French",14,"17",0,"+2 Laps","1:16.569","1:16.844","\N",14,4
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Chandhok","Indian","HRT","Spanish",24,"18",0,"+4 Laps","1:27.757","\N","\N",24,6
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","di Grassi","Brazilian","Virgin","British",23,"19",0,"+5 Laps","1:19.675","\N","\N",23,6
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Glock","German","Virgin","British",21,"\N",0,"Mechanical","1:18.941","\N","\N",21,6
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Trulli","Italian","Lotus","Malaysian",20,"\N",0,"Brakes","1:18.698","\N","\N",20,6
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","de la Rosa","Spanish","Sauber","Swiss",17,"\N",0,"Engine","1:17.611","1:17.384","\N",17,6
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Senna","Brazilian","HRT","Spanish",22,"\N",0,"Hydraulics","1:19.484","\N","\N",22,6
2010,8,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Kobayashi","Japanese","Sauber","Swiss",18,"\N",0,"Accident","1:18.019","\N","\N",18,6
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Vettel","German","Red Bull","Austrian",1,"1",25,"Finished","1:38.324","1:38.015","1:37.587",1,2
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Hamilton","British","McLaren","British",3,"2",18,"Finished","1:38.697","1:38.158","1:37.969",3,3
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Button","British","McLaren","British",7,"3",15,"Finished","1:38.360","1:38.399","1:38.210",7,3
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Barrichello","Brazilian","Williams","British",9,"4",12,"Finished","1:38.449","1:38.326","1:38.428",9,4
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Kubica","Polish","Renault","French",6,"5",10,"Finished","1:38.132","1:38.062","1:38.137",6,4
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Sutil","German","Force India","Indian",13,"6",8,"Finished","1:39.021","1:38.851","\N",13,5
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Kobayashi","Japanese","Sauber","Swiss",18,"7",6,"Finished","1:39.343","\N","\N",18,6
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Alonso","Spanish","Ferrari","Italian",4,"8",4,"Finished","1:38.472","1:38.179","1:38.075",4,2
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Buemi","Swiss","Toro Rosso","Italian",11,"9",2,"Finished","1:39.096","1:38.586","\N",11,6
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Rosberg","German","Mercedes","German",12,"10",1,"Finished","1:38.752","1:38.627","\N",12,1
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Massa","Brazilian","Ferrari","Italian",5,"11",0,"Finished","1:38.657","1:38.046","1:38.127",5,2
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","de la Rosa","Spanish","Sauber","Swiss",16,"12",0,"Finished","1:39.003","1:39.264","\N",16,6
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Alguersuari","Spanish","Toro Rosso","Italian",17,"13",0,"Finished","1:39.128","1:39.458","\N",17,6
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Petrov","Russian","Renault","French",10,"14",0,"Finished","1:39.004","1:38.552","1:38.523",10,4
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Schumacher","German","Mercedes","German",15,"15",0,"Finished","1:38.994","1:39.234","\N",15,1
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Liuzzi","Italian","Force India","Indian",14,"16",0,"Finished","1:38.969","1:38.884","\N",14,5
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","di Grassi","Brazilian","Virgin","British",21,"17",0,"+1 Lap","1:42.086","\N","\N",21,6
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Chandhok","Indian","HRT","Spanish",23,"18",0,"+2 Laps","1:42.600","\N","\N",23,6
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Glock","German","Virgin","British",22,"19",0,"+2 Laps","1:42.140","\N","\N",22,6
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Senna","Brazilian","HRT","Spanish",24,"20",0,"+2 Laps","1:42.851","\N","\N",24,6
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Trulli","Italian","Lotus","Malaysian",19,"21",0,"+4 Laps","1:40.658","\N","\N",19,6
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Hülkenberg","German","Williams","British",8,"\N",0,"Exhaust","1:38.843","1:38.523","1:38.428",8,4
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Kovalainen","Finnish","Lotus","Malaysian",20,"\N",0,"Collision","1:40.882","\N","\N",20,6
2010,9,"European Grand Prix","Valencia Street Circuit","Street Circuit","Spain","Valencia","Webber","Australian","Red Bull","Austrian",2,"\N",0,"Collision","1:38.549","1:38.041","1:37.662",2,2
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Webber","Australian","Red Bull","Austrian",2,"1",25,"Finished","1:30.858","1:30.114","1:29.758",2,2
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Hamilton","British","McLaren","British",4,"2",18,"Finished","1:31.297","1:31.118","1:30.556",4,3
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Rosberg","German","Mercedes","German",5,"3",15,"Finished","1:31.626","1:31.085","1:30.625",5,1
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Button","British","McLaren","British",14,"4",12,"Finished","1:31.435","1:31.699","\N",14,3
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Barrichello","Brazilian","Williams","British",8,"5",10,"Finished","1:31.424","1:31.126","1:31.175",8,4
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Kobayashi","Japanese","Sauber","Swiss",12,"6",8,"Finished","1:31.851","1:31.421","\N",12,6
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Vettel","German","Red Bull","Austrian",1,"7",6,"Finished","1:30.841","1:30.480","1:29.615",1,2
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Sutil","German","Force India","Indian",11,"8",4,"Finished","1:31.109","1:31.399","\N",11,5
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Schumacher","German","Mercedes","German",10,"9",2,"Finished","1:32.058","1:31.022","1:31.430",10,1
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Hülkenberg","German","Williams","British",13,"10",1,"Finished","1:32.144","1:31.635","\N",13,4
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Liuzzi","Italian","Force India","Indian",20,"11",0,"Finished","1:32.226","1:31.708","\N",15,5
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Buemi","Swiss","Toro Rosso","Italian",16,"12",0,"Finished","1:31.901","1:32.012","\N",17,6
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Petrov","Russian","Renault","French",15,"13",0,"Finished","1:31.638","1:31.796","\N",16,4
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Alonso","Spanish","Ferrari","Italian",3,"14",0,"Finished","1:30.997","1:30.700","1:30.426",3,2
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Massa","Brazilian","Ferrari","Italian",7,"15",0,"Finished","1:31.313","1:31.010","1:31.172",7,2
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Trulli","Italian","Lotus","Malaysian",21,"16",0,"+1 Lap","1:34.864","\N","\N",21,6
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Kovalainen","Finnish","Lotus","Malaysian",18,"17",0,"+1 Lap","1:34.405","\N","\N",19,6
2010,10,"British Grand Prix","Silverstone Circuit","Permanent Race Circuit","UK","Silverstone","Glock","German","Virgin","British",19,"18",0,"+2 Laps","1:34.775","\N","\N",20,6
